country,ratingScore,reviewDescription,reviewTitle,Model,Core
United Kingdom,5,"I installed this CPU a month or so ago now, alongside 64gb RAM, on an ASUS TUF Gaming Motherboard.The TLDR; It's lightening quick, and It's super easy to install. As with all CPU's care should be taken when installing and handling the CPU, but other than that it's relatively straight forward.All I have to say, is this CPU is a beast. Like its so overkill for the average user. In for gaming it is just overkill. It is the perfect CPU for me, but also for those who do intensive work loads, such as running running large data models for AI purposes.My particular use case for this CPU was to allow me to build a virtual lab to which I could analyse malware in an virtual sandbox, whilst also emulating real world hacking attacks. At present I am able to run several virtual machines with no performance issues. As you can probably imagine, this power hungry beast can get warm, but with an adequate cooling solution, there should be no issues in keeping the PC nice and cool.  I have paired this CPU with an AIO, and also additional fans for the case to ensure there is a lot of air flow to ensure that the thermals are a good temperature.My advice to anybody purchasing this CPU - go for it - it's well worth the investment, while at the same time you'll be future proofing your soon to be BEAST of a machine for the next 10 years.",Its a BEAST,i9 13th Gen,i9
Netherlands,5,I use it with a BeQuiet Dark Rock 4 Pro cooler and very rarely do I see thermal throttling even when gaming.,"Proper beast, no major heating issues",i9 13th Gen,i9
United Kingdom,3,"80 c when gaming on some demanding titles.... sheesh especially when i paired it with a 660f like a moron. and not its not my cooling, probably far more expensive than yours. so im guessing deficient",Hot asf even with good cooling,i9 13th Gen,i9
Germany,4,"works very well, but heats up a lot so you have to provide good cooling",very hot,i9 13th Gen,i9
United Kingdom,5,Good chip for 3d work or gaming.,Good choice,i9 13th Gen,i9
United Kingdom,5,"Fast, capable and stable. Does run a bit hot but coupled with water cooling all’s good.",Banging processor!,i9 13th Gen,i9
Germany,5,"Best high end CPU for the money (as of time of writing this review, the 7950X3D is more expensive, not as widely available, and has strange gimmicks with Xbox Game Bar, so I avoided it). Despite all the news of it running extremely hot and hitting 300W, you can actually change this in your BIOS. On my Asus board, the default setting boosts it to ~310W for a short while causing 102°C on my 360mm Arctic AIO before dropping to something more reasonable. YOU CAN DISABLE THIS and enforce Intel stock 250W limits. Doing this led to no throttling and no crazy 100°C moments. This is not an inferno of a chip, your motherboard makes it one, so carefully check your BIOS settings if that bothers you!I'm happy that this chip does phenomenally in gaming and productivity both, so I can easily recommend it. (also, the packaging is pretty cool)","Fast, but not hot!",i9 13th Gen,i9
Germany,5,"A great modern CPU with beastly power, the13900K takes the best from Alder Lake and amplifies potential by a great margin! It adds more cores, larger cache, much faster memory and sky high frequencies. Really great multi-core scores and the performance results in gaming are fantastic which make the 13900K the world’s best gaming processor.The 13900k I am using produces an ""ok"" SP score of 99 on the ASUS Z790 Extreme but that doesn't mean it doesnt clock great . In my case just using AI tuning, the ""out of the box"" clocks I got were 6100ghz with 1.390v stable (both of these numbers will improve with custom overclocking).The temps are 34-39c idle and a max gaming temp in the area of 58-64c, those temps are with a Lian-Li Galahad 360 AIO cooler and TG kryonaut Extreme thermal paste.Total power consumption in every day usage and gaming never exceed 130 watt and total system power draw (Including a 4090) in everyday usage is around 140-145 watt (picture included on power supply maximum draw).",Intel is back with serious performance improvements.,i9 13th Gen,i9
United Kingdom,5,epic,epic,i9 13th Gen,i9
United Kingdom,5,First 1 that arrived was oddly dead on arrival but ordered a second and got it installed today. Can't believe how fast it is. It requires a fair amount of bios tinkering to get the voltage under control but once you get it into a more sane temperature range its a monster.,Whoa,i9 13th Gen,i9
Germany,5,"The best CPU you can get at the moment value-wise. Initially looking for the 13900KS, but switched to 13900K for the money value.I don't regret it.Very stable, very good at multitasking and gaming at the same time. Tops out all performance and stress tests. Paired with AIO Ryuo III cooling on Z790-E ROG motherboard.",TOP performance,i9 13th Gen,i9
United Kingdom,5,"A complete beast of a processor, with a 360 aio it idles around 30C in my Corsair 7000D airflow, don't listen to the rubbish about it running at 100C all the time, that only happens when benchmarking, as it destroys benchmarks",A beast,i9 13th Gen,i9
Italy,5,ok,ok,i9 13th Gen,i9
United Kingdom,1,"Dont buy this CPU you'll run into numerous BSOD, applications crashing, games closing without warning.Seller refused RMA even though the issues I mentioned have been happening since day 1.Returned to Intel (Took 2 weeks to arrange, a LOT of hassle) and received a replacement after a day = no more issues.",CPU arrived faulty.,i9 13th Gen,i9
Germany,1,NOT working says memory missing and cant launch any games even after i reset the pc.  after  bit of research online alot people experiencing the same issues,not working,i9 13th Gen,i9
United Kingdom,1,worked fine for 5-6 months then broke down,faulty cpu,i9 13th Gen,i9
Germany,1,Selling a 3GHz tras as 5.8GHz for the same price as the newest 6GHz i9🤬😡,Scam,i9 13th Gen,i9
United Kingdom,1,"CPU arrived in packaging seal but the CPU is clearly used, not only that, the CPU itself has been delidded and replaced with Intel Celeron G6900. I did some troubleshooting including updating BIOS to the latest version, uninstalling the processor devices from device manager. But all evidence point to this being a scam!",Beware of Scam!,i9 13th Gen,i9
United Kingdom,5,"CPU working just as it should be. People's main concern with this product is obviously the temps. To reassure people, and from a VFX artist's perspective, my temperatures are respectable. I have the Corsair H170I ELITE CAPELLIX 420 mm AIO attached to it. When running tasks like having Opera open with even 30 tabs, Spotify, file browser and settings all open at the same time, my temps max at 34 degrees Celsius. When I'm in Unreal engine it never goes above 45 (but yes it is mainly GPU real-time rendering). it will use around 10 % of the CPU still however. in Cinema 4d viewport it will never go above 34c, when rendering a 4k 3d scene it ranges from 70-86 degrees Celsius max. whatever software I'm using whether it's Adobe software, c4d, unreal, Houdini, Davinci, it will never hit over 90c.Installation was absolutely fine and considering this was the first ever system I've built, so it demonstrates how easy it was to put into the motherboard if you just follow instructions to a tee. The H170I also comes with pre-applied thermal paste so I didn't even have to worry about that which was a bonus. and it's obviously doing its job at transferring all that heat.My clock and boost speeds are normal too.my PC specs FYImsi meg ace z7904090 suprim xi9 13900kH170I cosair AIO",Working perfectly,i9 13th Gen,i9
Spain,5,Excelente,Excelente,i9 13th Gen,i9
United Kingdom,5,"Came in great condition, fragile box so never any damage and works like a dream that will definitely last me for years",Top of the line,i9 13th Gen,i9
Spain,5,Ok,Ok,i9 13th Gen,i9
United Kingdom,5,The package came exactly as expected and the installation was painless. It holds up well with 3d modelling and rendering which is primarily what I use my computer for.,As advertised,i9 13th Gen,i9
Germany,5,"Ok I have gone from 11900k to this BEAST and believed or not this CPU, combined with Maximus Apex, TridenZ 7600Mhz and Arctic Freezer II 360 push-pull with Noctua Industrial PPC, contact frame and Thermal Grizzly thermal paste 2.5 times faster than 11900k.Cinebench R23 did hit 40k score! Some people get this score with 13900KS which is also overclocked!This is really big jump from my previous setup and it's only 2 generations apart.This is totally worth upgrade, and if you play FPS games, like PUBG, you will be amazed!Like I play PUBG in 2k res. with ROG Strix 3080  v2, I get all game between 250 and 500 FPS depending on situation, while before I was in the range sometimes 85 FPS and sometimes 300 FPS, but with 13900k never gone down below 250FPS. My monitor is ROG 240Hz 27' 2k.You will not regret if you buy this CPU!",Still the BEAST!,i9 13th Gen,i9
United Kingdom,5,"Despite long delivery distance, came in perfect condition. It is one powerhouse of a cpu, only thing to bear in mind is that it does run pretty hot",Great processer,i9 13th Gen,i9
Germany,5,"intel shocked us all with this one! I am an AMD fan for sure but this CPU brought me back to the intel platform. This thing is amazing. Fast, cooler than rivals, and an amazing over-clocker for those who like to do so. I ran extremely demanding games and applications ... this thing was just cruising at 29C!! Highly recommended!!",What a beast!!,i9 13th Gen,i9
Germany,5,Everything is good,Needs a good cooling,i9 13th Gen,i9
United Kingdom,5,Very promp delivery impressed with the product,High end processor,i9 13th Gen,i9
United Kingdom,5,"I upgraded to this from an I7-4790K and while i was pleased with this I am even more impressed with it once installed. Happy with it but I will note that it does get hotter than my previous I7, the i9 can be tamed with a decent (not over the top) AIO despite the media screaming its head off that this is a volcano.",Lightning Speed,i9 13th Gen,i9
United Kingdom,5,"Used this for a self build PC, was easy to fit as had clear instructions. Good price on Amazon compared to other websites",Clear instructions,i9 13th Gen,i9
United Kingdom,5,"Upgraded from 9900k to 13900k and I’m very happy with my decision. As much as I loved my 9900k, unfortunately it was dragging my RTX 4080 down and was getting bottlenecked. Keep in mind this is a HOT cpu though. I thought my 9900k was already hot but after installing 13900k, it’s definitely running about 10c hotter on my 360 AIO. I still haven’t touched the manual overclock as this cpu auto boosts to 5.5ghz",Pure power,i9 13th Gen,i9
United States,2,"I have this CPU on an ASUS z790 Hero MB with a H150i 360mm AIO cooler. This cpu temp spikes and throttles like crazy under high load. Using Thermal Grizzly paste as well. I have built competition systems for over a decade. This is not normal... Been following the online ""declocking"" and ""undervolting"" and that is unacceptable.",Gets uncontrollably hot,i9 14th Gen,i9
United States,2,The one received was a silicon lottery loser that required excessive and abnormally high voltage and had horrible SP-ratings. It was returned because the poor silicon quality made it unsuitable for the purpose for which it was purchased. I purchased a 14900KF from Amazon to replace it and it was equally poor quality and had to go back. Intel needs to cull their trash samples and sell them at a lower price. A CPU that needs 1.500V to run stock turbo clocks is unacceptable and impossible to properly cool.,Poor Silicon Samples,i9 14th Gen,i9
United States,2,"I was thinking, i am building my first major rig and wanted a beast of a processor. Wiff. this thing has the stability of someone on a unicycle on a tramploine. somedays its all good, others.. well i think you can imagine.",Smh,i9 14th Gen,i9
United States,2,"I've got an Arctic freezer II, and direct contact place to try and cook this thing off but it's too hot. I had the underclock the voltage for my CPU in the BIOS to get this thing to not overheat while exporting Adobe videos. Intel missed the mark here and I'm pretty mad I can't return it. It works fine doing normal tasks, and gaming, but when I want a 3D render something or encode/export a video then it will thermal throttle at 100° C with fans at max speed. It literally spikes up to 100 in like one second.",Can't overclock with thermal throttle,i9 14th Gen,i9
United States,3,"Once they came down in price, I did get a i9-14900K as an ""upgrade"" from a i9-13900KF to  i9-14900K .  It's OK but I can't rave over it.  It is more of an sideways change rather than an upgrade.The i9-14900K is fast but not more so that a i9-13900K.  For me, the Cinebench R23 scores are about the same for 13th versus 14th gen.  Though the i9-14900K appears to run DDR5 more stably and at higher frequencies than the i9-13900K.  Also, the i9-14900K is enabled for XTU AI enable tuning in XTU but it's not that helpful.  I even wonder if it is worth getting a K at all, these CPU's are plenty fast for gaming without overclocking.I did NOT notice a significant improvement in the operating temperatures.  Maybe a slight improvement but I did flush out the cooling system and clean out the water block so I am doubtful that the running temps are better.  Also, I suggest that you NOT let these chips get anywhere near TjMax (100C).  I had one i9-13900KF literally fail due to allowing it to get to TjMax frequently when stress testing.  A second one became slightly flaky.I thought the built in ARC display support of the K version might be helpful since I intended to devote the graphics card to the gaming monitor and use the built-in ARC on a side display.  But as it turns out, it wasn't worth it for me.  If you are gaming with this level of processor, you really need a comparable graphics card but most of them will drive four displays.  IMO, you are better off getting a KF and spending the money so saved on better graphics card.The original asking price was insane, I bought it on a whim on a late night.  On the morning morning after, I had buyers remorse, tried to cancel but could not, so instead, I refused the package.  It took literally 6 months to get a refund.  That was rather irksome.",Possibly better memory support than i9-13900K,i9 14th Gen,i9
United States,3,"Because of the crash problem and we are told to turn down the performance in the CPU, We are not getting the performance we paid for. INTEL is saying it's the motherboard, and the motherboard is saying it's INTEL. we are not getting what we paid for, I think they should recall and give us a refund 🤔 what a waste.","Regret, should have go AMD",i9 14th Gen,i9
United States,3,"I've built computers for more than 20 years, and I have never in my life had so much trouble booting with stock bios settings. I think I finally lost the silicon lottery. Using an Asus mb, I had to go into bios limit voltage and manually tune each pcore. Temps were wild and out of control 100°c, clock speeds were low thermal throttling, random crashes, blue screens inability to run simple programs without them crashing and shutting down. Tried intel xtu auto overclocking, ai suite, and asus ai overclocking via bios.. none of that worked. Had to just dig into bios, set limits, and manually tune each core. Now system is stable and solid. Been benchmarking and stress testing for a few days now. Temps are great, and I am happy. Not sure if mb is culprit, gonna get another board and test the chip. Just be ready for some trouble. Looked over many forums of others having the same issues.",I finally lost,i9 14th Gen,i9
United States,3,"I was really pleased with this processor in the beginning, was running it at 6.1Ghz as a daily driver and even 6.4Ghz. About a month or two in to owning it they released an Intel Management Engine update for this processor and that was it no more overclocks. Every game would now crash if the processor was overclocked. I am tired of playing cat and mouse with Intel, won't be buying a processor for a while until things drastically change.","Great when I first received it, then an update to the ME engine nerfed it.",i9 14th Gen,i9
United States,3,"My 13900k never thermal throttled in any game, yet I'm getting thermal throttle spikes when playing games like Cyberpunk with the 14900k. My 360 AIO mount is not the issue, as temps hover around 90-93c when stress testing at 253w. I'm also using a contact frame. I'm thinking the issue might be the increased voltage at the stock 5.7 all core frequencies, because my power usage has increased a lot while gaming. Whatever the case, I'm not the only one seeing this behavior - it's unacceptable.Update: Reducing the e-cores to 4.3 helps significantly, and setting everything to 5.5/4.3 (13900k values) solves it completely. Simply too much voltage is being pumped into the chip at stock frequencies. I've set up a Thermal Velocity Boost profile where 80c drops to 5.6, and 90c drops to 5.5, with e-cores at 4.3... and the issues are basically gone. Ridiculous that this has to be done though.",Thermal throttle spikes not present with 13900k,i9 14th Gen,i9
India,5,"Just upgraded from i5 9400f to i9 14900k and super happy with the performance that I am able to achieve. It simply works buttery smooth. Large applications open like notepad apps.It heats a lot though so I went with MSI coreliquid liquid cooling solution.If looking to upgrade from 13th gen then save money because the performance is identical, however if setting up new PC then definitely go with it.My setup -MSI MPG z790 carbon wifiIntel i9 14900kMSI RTX 4070tiMSI MAG coreliquid liquid coolerSamsung 980 Pro - 1 TBRipjaws 32gb ddr5Bonus tip: If u are struck setting up ur PC then go to MSI support and they are super responsive to assist you. I got my wiring fixed in matter of minutes ona video call by their assistant.",i9 14th gen is the beast!,i9 14th Gen,i9
United States,5,"So far so good.  This CPU is a monster and runs very nicely and boosts to max clocks (6ghz on two cores and 5.7ghz on all cores) unlimited TDP settings but thermally limited at 90c with -60mV offset.  I have noticed that it runs a bit cooler than my previous 13900KF, especially when you consider the core to core deltas.  I use my PC mostly for gaming and encoding, so as long as you have a great case with plenty of air flow and a top notch cooler, you can easily run it air cooled without issues as it will just throttle itself when it hits whatever thermal maximum you set in the UEFI BIOS.In gaming workloads it never throttles though and stays at 5.7ghz all core boost the entire time with temps in CPU intensive games anywhere from the upper 50s to mid 60s and upper 40s to mid 50s in non CPU intensive games**Update**I have the CPU now at 5.8ghz with HT disabled and a -75mV offset and it's working like a charm and very stable in gaming workloads and encoding (it downclocks when it hits 90c for encoding workloads but for gaming it stays at 5.8ghz), which is amazing since it's on an air cooled setup, though the setup is as optimal as it gets for air cooling!  As for temps, they are a little lower than running it at 5.7ghz with HT enabled and a -50mV offset.  If I use a -75mV offset with 5.8ghz and HT enabled, my PC crashes.  So disabling HT definitely enables the CPU to use less power.If you're predominantly using your machine for gaming, then I definitely recommend turning HT off regardless as most games tend to run better with HT disabled.  But if you're using it for productivity or a blend of both productivity and gaming, then definitely turn HT on.The only mildly disappointing thing for me is that the memory controller isn't as good as I thought it would be.  Mine runs 48GB DDR5 7400 CL34 at 1.35V on the IMC, but to hit DDR5 7600 CL36 with stability I need to increase the IMC voltage to 1.41V which just isn't worth it if you ask me for such a minor bump in performance.  My previous 13900KF could do 48GB DDR5 7800 at 1.36V on the IMC.Core wise though, the CPU is definitely superior to 13th gen.",Running air cooled on DeepCool Assassin IV with ease,i9 14th Gen,i9
Canada,5,Used for 3D rendering. Solid and fast. I am very happy with this cpu.,Fast,i9 14th Gen,i9
India,1,I don't liked the price of it .I Also don't liked the performance of it .Rather you can purchase i9 13th generation,Worst quality,i9 14th Gen,i9
India,1,13 gen is better with same performence at low pricing. Avoid this product cause it have only 2 core touching 6000 mhz so in real life there are no difference.,Waste of money,i9 14th Gen,i9
Canada,1,Not buying a cpu from this seller again wen my order came I opened the box and the cpu was not in the box even tho it still has the factory seal wast of almost 1k bucks,Bad product,i9 14th Gen,i9
Canada,1,"I have had soooo many stability issues it is unreal.  I originally purchased the i9 13900k, did no overclocking but had soooo much trouble with the system that I stupidly replaced the mainboard and video card.  I didn't refund as I assumed that I had done the damage.  Literally months of troubleshooting and doubled expenses before I realized that the asus mainboard defaulted to super high wattage and the chip itself began to degrade at an extremely fast rate.  Yet again assuming that I must have done something wrong I ordered this replacement chip, to find issues suddenly occuring again.  This is about when the news dropped on mainboard suppliers and intel passing the buck on an inherently co dependant series of faults that have personally cost thousands upon thousands of dollars.I'm an IT professional, have been in the industry for more than 20 years, and have never encountered a situation so costly for the end consumer.I really hate to say it, I hold stocks in intel, I've loved them as a brand and considered them to be a number one choice, I can no longer say this.I honestly think there should be a class action lawsuit over this chip and it's predecessorI had to purchase 2  rtx 4090 and 2 asus mainboards before I could even lock down this issue.I hate to say it but if I'd gone with a competitor I would have saved multiple thousands of dollars.","until the kinks are worked out, not even a little bit worth the price.",i9 14th Gen,i9
United States,1,"UPDATE: Been at this for days and days. Intel core i9-14900k on ASUS z790 Strix is a BSOD MACHINE. Previouslyit would run for many minutes. Now it barely goes one ir two minutes before freezing and a BSOD. Now I'm doing ASUS BIOS MemTest86 so far so good (for the RAM).While Windows 11 Pro was working I did the Memory Diagnostics and it said it passed. So either the CPU or the Motherboard is bad.New ASUS Z790 Strix, with new Intel i9-14900k, with new T700 2TB Gen5 PCIE 5 NVME M2, and new 64GB DDR5 6400 RAM, with Runs Windows 11 Pro. All drivers up and Windows are up to date.I've not done any overclocking or XMP in the bios to push the RAM 4000Mhz to the advertised 6400. I avoided buying RAM that can go 8000Mhz with XMP because there are so very many failures with those--and I wanted 8000 because I wanted a system with no bottlenecks as much as possible.Runs great for about 5 to 30 minutes. Temps run from 30s to 50s to high 80s bouncing up and down like normal. Then BOOM BSODs.I will do tests including memory, cpu, and double check drivers.Most websites point to a CPU issue. Some mention RAM or drivers.I'm either going to solve this issue or return this i9-14900 CPU and replace it with an i9-13900.I hope to remember this review and update it with success info.",UPDATED: BSOD CPU: CLOCK_WATCHDOG_TIMEOUT,i9 14th Gen,i9
United States,1,"Where do I begin... In between the stability issues this causes, the blue screens of death, the fact that you can't run even Minesweeper due to the problems this processor causes, the ""lack of video resources"" not caused by the GPU but rather by the CPU, the constant need for undervolting of a so-called high end chip, the overheating of the processor, the fact that Intel stayed quiet about this and STILL hasn't taken any action so far, that so many customers have been forced to ask for returns, or the fact that this was hushed for so long that it'll be a miracle to get a refund... Disappointment is still too light a term to refer to what went on with these processors. Honestly, this already falls within a product recall territory, and it's both a scam and an insult to every potential customer out there.",AVOID THIS PROCESSOR AT ALL COSTS / 13th/14th gen Intel i7-i9 issues,i9 14th Gen,i9
United States,5,"Decided to go Intel over AMD and this cpu will not disappoint you. I’d recommend looking into the E-Core and Pcore information before you buy, haven’t noticed any issue with it but still a nuisance",Great CPU,i9 14th Gen,i9
United States,5,"Awesome CPU thing can handle anything and everything for at least my needs as a gamer, and programmer! HIGHLY SUGGEST getting a 360 AIO or a custom water loop, and a CPU bracket if you are getting this CPU. It run's very hot getting a CPU bracket cut down my temps about 5-10 degrees. I'm not sure how good air coolers are for this CPU but I've seen a lot of people not suggest it. I use a 360 AIO Loop and it works great at keeping this thing cool!","Runs hot, get a good cooler!",i9 14th Gen,i9
United States,5,PERFECT!  EASIER to install than I thought as a first time processor install for me.WORTH WHILE performance increase from my (also good 12700). And helped unleash the power of my 4090oc GPU.,Ultimate with 4090oc.,i9 14th Gen,i9
United States,5,"It's a Raptor Lake refresh CPU. If you have a 13900K you don't need this. Unless you are an extreme over clocker or need every possible MHZ per thread and stability. If you have a 13900KS you really don't need this CPU.If you have a 12th Gen, it might be worth it to you if you need that extra performance but really depends on what you do.If you are on 11th Gen or below and were looking to upgrade, you might as well get a 14700K or 14900K or KF as they are similarly priced with the 13th gen processors.Also, the 14700K has a 4 more E cores and higher clock speeds which can result in 10-20% performance gains depending on the workload compared to the 13700K.Otherwise wait for the next generation of CPUs to make the leap.","Rock stable, Fast clock speeds, basically like buying the silicon lottery for a 13900K/KS",i9 14th Gen,i9
United States,5,Upgraded from a 13700k and it is noticeably faster but not a huge upgrade.  Only went with the 14900k as it will be the last CPU I will need to buy for at least 3 years.,Pretty good CPU but gets hot.,i9 14th Gen,i9
United States,5,"Intel has always worked better for me than competition. I feel like reviewers benchmarks may not be realistic to a typical PC setup. I'm getting 620Fps at 1440P in Rainbow Six Siege on a 4090 ROG Strix OC. Yes at this framerate my fans do spin fast and are loud, but I limit the frames to 143 and then it is quiet and the fans hardly spin.Case: Corsair 4000DGPU : Asus ROG STRIX 4090 OCCPU : Intel Core i9-14900KPSU : MSI MPG A1000G PCIE 5 ATX 3.0Cooler : ARCTIC Liquid Freezer II 280Fans : 4x Antec PF12 SeriesStorage : 2X SAMSUNG 990 PRO SSD 4TB  870 EVO 4TB 2.5 InchMemory : 64GB 2x32 Corsair Vengeance 5600MHz CL40 XMPNote: I would not recommend the cooler for this case and MB combo Heatsink on MB blocks cooler which doesn't properly screw in totally.",Can't argue with results,i9 14th Gen,i9
United States,4,"I built 3 systems using 14900 series. They all had serious stability problems when in use.  After researching for weeks and reinstalling OS with no better result.  I finally disabled overclocking ""AI overclocking"", which was running as high as 1.6v.  I also found a BIOS setting after running some tools and set it INTEL FAIL SAFE.  this allowed me to run the AVX2 stress test successfully.  It basically throttles the chip.I can't tell you the frustration this caused figuring this out.  Everything from chrome browsers to Adobe CS would crash randomly for no apparent reason every few minutes while all ""tests"" showed it was fine.  I lowered my refresh rate to 60 from 120, killed AI overclocking and set the INTEL setting and now have a very stable system. It outperforms my 5950x when encoding, which is impressive.  It does run HOT even with water cooling.  IF I had it to do over again, I would avoid 13000 and 14000 chips as there is a OODLE issue as well when it comes to gaming with Unreal 5.  Basically an unfixable hardware flaw that affects some chips.Here's the thing, you will not notice a difference as nothing I use with the exception of HANDBRAKE, ever comes close to maxing out the chip when in use.  Adobe CS uses my 3080ti and the intel quicksync iGPU simultaneously which rarely went above 40%, and usually was around 15-20 when editing.  HW encodes for HD were at 350fps, software, 250, intel 300.  So a small advantage in Adobe CS is why I went with the 14900K vs KF.System was using ""AI overclocking"" pushing it to 6.2 roughly single core.  Disabled in BIOS now.Specs: Asus z290a Wifi II, Corsair 96GB DDR5 5600, Samsung 990 Pro, CPU Water cooled, 3080tiSo the ""K"" is basically useless for me at this point and don't see myself doing it manually as it's just not worth it to me.  That said, when stable, it's a very capable chip.","Fast, but unstable when overclocked.",i9 14th Gen,i9
United States,4,As a Gamer/Data Scientist/Programmer/Tinker I wanted a mainstream CPU built by a well established company. With Intel's i9-14900K CPU I have a top of the line general purpose chip which provides above average performance in all the computational fields I have an interest in. I only gave it a 4-star rating because I had hoped that Intel would have brought the 15th generation chips out in 2023 Q4 as they said rather than just the mobile chips.,Excellent performance for general purpose use,i9 14th Gen,i9
United States,4,"I built PC with the new Intel i9-14900k, and I must say, it's a beast of a processor. Coming from an i7-8700k, the performance boost is nothing short of incredible. Multitasking, gaming, and content creation have all seen a significant improvement. Multithreaded applications and gaming experiences run smoother.  It's a productivity powerhouse. The clock speeds are no slouch either, making it excellent for single-threaded tasks and gaming. The major downside of this CPU is the heat it generates. Even with a high-end cooling solution, it tends to run hot, and that's something you must take into consideration when setting up your cooling solution. Be ready for this CPU to draw a significant amount of power at full load. It can put quite a load on your power supply and might necessitate an upgrade if you're not already prepared. The Intel i9-14900k is an incredible processor, and the upgrade from an i7-8700k is substantial. Its exceptional performance in various tasks justifies its price tag. If you're willing to address these challenges, you'll be rewarded with a fantastic computing experience.",A Monster CPU with One Major Caveat,i9 14th Gen,i9
United States,5,Great performance. Lots of heat.,Great performance. Lots of heat,i9 14th Gen,i9
United States,5,I build it my new editing PC and use this 14th generation processor (24 cores and 32 threads).,Great Processor!,i9 14th Gen,i9
United States,5,Runs at a good temp with a kraken 360 elite.,I like it.,i9 14th Gen,i9
United States,5,"I like the CPU because of the speed and easy install with no problems.  I use two 140 Cooler Master radiator fans to keep the unit cool. I totally rebuilt my computer with a Asus Rog 790Z board, 5 M.2  drives. I get a total boot up in 15 Seconds. I use the unit for Data, Video and music.  I've used intel chips and Asus Boards for over 30 years and never had a problem.  With this package I get instant access to all my files. Very happy with my purchase.",Intel has made a really fast CPU,i9 14th Gen,i9
United States,5,"I had a minor hiccup with my new 14900KF, but I contacted Intel and their customer service was fantastic. They sent me a new one and it's working great now. This thing is like a buzz saw in gaming. I have a negative offset on the voltage of -0.0500v and the hottest I've seen it get was 62c while playing Horizon Zero Dawn maxed at 4K. It was getting as high as 190 FPS every now and then. This CPU is brutal man. Top flight customer service too.",Excellent,i9 14th Gen,i9
United States,5,"Does as intended. Topped the stock benchmark stats. It's a heater but the I9s are the top performs. Recommend no smaller than a 360 cooler, I went Artic due to the increased width of their radiator core. Top temp (tuned) 95c but will play most games in the 65c range. VR put a greater heat of 91c max but the flight sim was beautiful and smooth as can be with water takeoffs and landings. This was an upgrade to a 12700kf that I chose awaiting the 14 generation processors. I have this combined with a Nvidea 4080 on a MSI z690 board with 64gb ddr4.  Smooth gaming.",Performs!,i9 14th Gen,i9
United States,5,"A lot of people are upset with the 14900k because of the minimal performance leap thar came between it and the 13900k. I say who cares. If you have a 13900k, don't upgrade, but if you have an older PC or 12th Gen, this is a worthy upgrade. I absolutely love mine. It's a monster of a CPU.I honestly don't recommend air cooling it. It can get pretty hot and there are only a small handful of air coolers that can handle this 14900k without setting power limits (which most people don't know how to do, let alone even know what that means)If you're not doing a custom water loop to cool your 14900k, I recommend you do what I've done to cool mine, you dont neeeed to, but it helps. I have an AIO (All-In-One Cooler) and I setup a push-pull configuration on my radiator. That means I have 3 fans on the bottom blowing in through the radiator, and 3 more fans blowing up and out of the case. Both are blowing upward. It creates more airflow. One side is pushing the air, the other side is helping pull that air through. Then I got a thermalright contact frame. Any LGA 1700 contact frame should work but the thermalright version is cheap. It might say 12th/13th Gen but it will also work on 14th Gen. So get an AIO, setup a push-pull fan configuration and get a contact frame. It's helping my Temps significantly. I typically stay in the high 50's or low 60's during 4K gaming. This CPU draws a ton of power so you might see it bump up to 80⁰ occasionally, for a very brief moment. (Maybe 1 second or less)",It's the perfect fit for this monster PC I just built.,i9 14th Gen,i9
