country,ratingScore,reviewDescription,reviewTitle,Model,Core
United States,1,"The box was opened, the i5 sticker was missing. The CPU had some of the heat sink gray goo on it.The description did NOT say USED or OPEN BOX.Then to add INSULT to INJURY I have to drop it off at a UPS Store 12 miles away!The price when up so now I get to eat that difference too for a mistake I didn't do.",It came USED.,i5 13th Gen,i5
United States,1,Product never worked after finally building system.Went to Best Buy. Bought another after troubleshooting for days. That one worked.Think I must have gotten someone’s return item.,Product never worked after installation,i5 13th Gen,i5
Canada,1,I returned it and ask for a refund the 6 of October and I received nothing yet.,Product was defect,i5 13th Gen,i5
United States,1,I received this CPU and was so exited to finally finish the build and my computer didn't even turn on so I am going the AMD side.,Broken Cpu,i5 13th Gen,i5
United States,1,"The CPU is great, but Amazon's driver lost my CPU, and I can only refund, and cannot refund the original exchange rate, please be careful.Said to be serious about security and ended up losing my package, lol.",The CPU is great,i5 13th Gen,i5
United States,1,"Buy a lot of amd never problems 3 times intel, 2 bad what a crap brand",Buy amd intel its crap second time i receive a burn cpu,i5 13th Gen,i5
United States,1,No me serve.,Aquí está el I5-13600k,i5 13th Gen,i5
Canada,4,Not bad but gets hot when using like photoshop or whatever,Not bad but get hot,i5 13th Gen,i5
United States,4,"Building my own computer, this product is perfect for what I need",Great,i5 13th Gen,i5
United States,4,"A great cPU, good value for money, I got mine during the Black Friday sale but do not use it for gaming. Good power as long as it is paired with a good motherboard, Ram and storage.",A workhorse,i5 13th Gen,i5
United States,4,"Solid update from the 12 series, still selling for too much","Decent, still overpriced",i5 13th Gen,i5
United States,4,I am using it for a SFF build so not really the target market so if you are on the same boat then be sure to make time to tweak it.,This is one spicy processor. I spent 2 whole day trying to undervolt and under lock it,i5 13th Gen,i5
United States,4,"No bottleneck here! i5 13600K is beast! Intel definitely made one hell of a gaming CPU, that performs better than 5800x3d and it’s cheaper.",Beast of a gaming CPU!!,i5 13th Gen,i5
United States,5,"I was able to get my 13600K to 5.5GHz on the P Cores and 4.2GHz on the E cores at 1.27V which equals to about 195 Watts at 100% utilization.Idles at 32C, 55-60C while gaming, and maxes out at 88C on a 10 minute Cinebench23 run. I get a score of 26100 in Cinebench23.I paired this with an MSI MPG Z690 EDGE WIFI, DDR5 6400 CL32, RTX 3080 & a Thermalright Peerless Assassin CPU cooler..Gaming performance is amazing!",Amazing!,i5 13th Gen,i5
United States,5,"Upgraded from an i7 8700k and can say I am very happy with my upgrade. I got a noticeable jump in average fps, but the real improvement that can be felt while gaming was the increase in 1% low frame rates.This processor is a strong performer for the price - especially if you consider using DDR4 RAM if you’re on a tight budget.",Great cpu for gaming,i5 13th Gen,i5
United States,5,Went from i7 7700 to i5 12400f to i5 13600k. This processor is going to be in my machine for the next couple years. Probably gonna skip 14th Gen unless it’s mind blowingly better.I am paired with a 3070 Ti currently. I would have no worries pairing this with any 40 series card. I might wait for next gen GPUs as well.,13th Gen rules,i5 13th Gen,i5
United States,5,For gaming this CPU is the best investment you can make... Only weakness is multitasking high end video editing...,Best CPU for the money today!,i5 13th Gen,i5
United States,5,"temps was going crazy high, 100c in 3 of the 6 p cores with msi z690 edge but cinebench complete without throttling,found cpu lite load in oc settings on the board on mode12the cpu was drawing around 225 watt and this was beyond the cpu specs which is 180 wattchanged cpu lite load to mode 1now the max temps are 87 and watt is around 195great CPU",set the cpu lite load to mode 1,i5 13th Gen,i5
United States,5,"swapped out my 10850k @5Ghz for this chip, and across the board outperforms it for less power and thermals",One of the best budget CPU's,i5 13th Gen,i5
United States,5,"Get a good Z790 chipset motherboard, and overclock this thing to ~5.7 and you'll have the performance of a chip that's 2-3x the price for most users.",Best bang for the buck today,i5 13th Gen,i5
Canada,5,plug and plug. superb performance gaming,compatibility Z-790 gigabites,i5 13th Gen,i5
United States,5,I thought the 13th generation Intel processor were suppose to run hot. This one does not with a 240mm radiator; with the radiator temperature is in the 30's while gaming. At idle 20s.,Runs nice and cool,i5 13th Gen,i5
United States,5,absolutely annihilate everything I throw at it.if you're bot doing some serious rendering and only gaming then this CPU is for you.the 13600k should be good for another 10-15 years of gaming 5.10ghz 20 cores is enough to destroy anything you throw at it,Savage CPU for the price,i5 13th Gen,i5
United States,5,"Fit well, works well, enough said. Enjoying gaming on my new setup.",Good performance at a good price,i5 13th Gen,i5
United States,5,Upgrade my wife PC from an i5-8900k to help with WoW (didn't make a difference),Great cpu,i5 13th Gen,i5
United States,5,"Pairs VERY well with the 3080. No stuttering, fast speeds!",Fast reliable CPU,i5 13th Gen,i5
United States,5,Web pages load much faster.,Upgraded from i5 3570k,i5 13th Gen,i5
United States,5,"Whatever it is you want to acheive, 13th Gen Intel can do it.",13th Gen Intel can do it,i5 13th Gen,i5
United States,5,Great cpu for gaming and programming,Great cpu,i5 13th Gen,i5
United States,5,I'm glad I waited for Raptor Lake because this chip is frequently outperforming the i7-12700k or is at least close enough to call it even. Upgrading from an i7-4770 to this chip has been insane. Highly recommend for gaming.,Great chip,i5 13th Gen,i5
Canada,5,very good. get one,cpu,i5 13th Gen,i5
United States,5,Very nice CPU and easy to install. Always feels awkward holding this tiny piece of metal and mounting it to the motherboard. Handles the tasks I need and never had issues.,Great CPU,i5 13th Gen,i5
Canada,5,"Fast clock speed, more than sufficient for everyday workloads, gaming, 3D rendering, and running heavy computations.",Great CPU,i5 13th Gen,i5
United States,5,I have had no issues with this processor. The temps are low even when heavily gaming. This PC is gonna last a really long time.,This is the best value for your buck at the moment.,i5 13th Gen,i5
Brazil,5,"Gostei, produto excelente.",Excelência,i5 13th Gen,i5
United States,4,"The processor is great and arrived sealed in good condition, however, the cardboard box had no protection and it could easily be damaged if it fell.",Packaging could be improved,i5 14th Gen,i5
United States,4,"I'm definitely gonna upgrade later but this is handling itself pretty well with dragon dogma 2 to fortnite and everything in-between, only gripe is that there's no small arrow on the actual CPU to indicate where to place it on motherboard so if you tossed the packaging without looking you might be bit confused with orientation otherwise good.",Good for price,i5 14th Gen,i5
United States,4,"great cpu, not as powerful as I thought it would be. Ended up going with a 14700k, just seemed a bit laggy even when running at  5.8 all core.. great cpu though and runs cool","great cpu, not as powerful as I thought it would be",i5 14th Gen,i5
United States,5,"I have been amazed on how stable and easily overclocked to such a high number.  Some time I may try to go higher, but for now I can say this CPU is awesome.",Overclocked to 5-GHZ first time!  Wow,i5 14th Gen,i5
United States,5,A very good cpu! Run 5.6Ghz at 1.21v,5.6Ghz,i5 14th Gen,i5
United States,5,"Updated the BIOS on my MSI Z690 Unify-X to accommodate this i5-14600KF, and was not disappointed.  This little CPU has scorched through everything I've thrown at it, faster even than the i7-12700k I just pulled out. Minimal investment for a system that benchmarks high. Also running Radeon 7900 XT, Seagate Firecuda 530 SSD, and Corsair DDR-5 36-36-36-76 Samsung B-Die.  It's a great time for PC computing.",Quite Impressive,i5 14th Gen,i5
United Kingdom,3,Before buying keep in mind that you might need a good cooler. I bought Noctua D15 which is very good at cooling and it costs me more than 100. So add more 100 while thinking to buy any intel high end processors.The delivery was also late.,Good processor with a bad cooler,i7 12th Gen,i7
United Kingdom,4,Costs a lot and I do not recommend to anyone with a tight budget like £900 if you have a tight budget I suggest the ryzen 5 5600x but overall the cpu is great and it works perfectly fine with any game,Works great,i7 12th Gen,i7
India,5,Ultimate Performance,....!,i7 12th Gen,i7
United Kingdom,5,"Upgraded PC with mother board and graphics card, new board did not facilitate my older processor. Bought this as I considered it fast enough for my needs and at a reasonable price. All works great.",Fast enough for my needs,i7 12th Gen,i7
United Kingdom,5,"Paired this with 32gb corsair dominator DDR5 @5800mhz , asus prime A , and a 3070ti on windows 11 and I'm having a really smooth experience. Games run flawlessly and much smoother than my 10900k, went into Bios and unlocked the 65w limit and away you go. The cpu stays cool (under lian li galahad 240). Really can't fault it in anyway.",12700 non k,i7 12th Gen,i7
Germany,5,One of the best computer processor.,Use only 60w and is very good and powerful Intel Core.,i7 12th Gen,i7
Germany,5,"I have had this CPU for a few weeks now, I am impressed with its performance. However, it definitely needs a a better cooler. The one provided in the box is not sufficient even for single-threaded workloads. Though I guess this is expected ...","Nice processor, but needs an external cooler",i7 12th Gen,i7
United States,1,Sent a used CPU box said “thanks to you this product has a new life”No where does it say this is used product,Sent a used product,i7 13th Gen,i7
United States,1,"I received this CPU in the Intel box, but the plastic holder was loose inside the box.I thought it just came loose, so didn't worry about it. After opening:1. There was no marking on the top of the CPU  - there were scratches, looked like someone had scrubbed off thermal paste.2. There was thermal paste residue in the plastic packaging, and noticed a small amount of thermal paste on the CPU connections.I did not attempt to install - returned it right away, and ordered a replacement. It looked like a genuine product, but was probably a return, not new.Be sure to thoroughly check this product before installing.",Check before installing,i7 13th Gen,i7
Canada,1,STILL FIGHTING FOR OUT REFUND! ITEM WAS NOT IN BOX WHEN SHIPPED!!,GARBAGE!,i7 13th Gen,i7
United States,1,"One year later, this CPU has completely failed. Not an issue with any other of my components, everything else is working fine with including PSU with a new CPU. Very disappointed in the quality control from Intel on this chip. It's had very low temperatures from a large liquid cooler its entire life.",Failed after one year of use,i7 13th Gen,i7
United States,1,The return window closed and the processor stopped working. Negotiations with the manufacturer have not yet led to anything. Intel wants me to test the processor myself. Brilliant proposal.A large company that cannot quickly and efficiently resolve the issue of returns.,The process doesn't work.,i7 13th Gen,i7
United States,1,came in with the sticker void peeled but when i opened the box it looked new so i installed it. Motherboard lit red saying has a problem with CPU so i reinstalled it again see if the pins are bent and reseated cpu again. lit red again so i bought another CPU and installed it and it worked.,DEFECTIVE!!!,i7 13th Gen,i7
Canada,1,Received in an unsealed box and already used.,Open box,i7 13th Gen,i7
United States,1,i was waiting to install the cpu well i got the cpu box the seal was broken and no cpu was in the box,1 star for everything i got the package got the cpu box but the seal was broken and no cpu,i7 13th Gen,i7
United States,3,"You have to tune this chip for efficiency. Do not attempt to run this using stock motherboard settings. It will thermal throttle. I set mine to 88 watts, with a slight overclock. I keep all cores enabled. I have about 15-30 other settings to tune for efficiency.Now it runs cold\low fan speeds. You lose 5-8% of performance, but its not worth it. These chips should have been binned for slower speeds and power usage.Also over priced.",Overrated Chip. Over Priced,i7 13th Gen,i7
United States,3,But it runs very hot and needs a massive cooling system.  Even with the system I have I cannot overclock because it would exceed temp limits.,Fast processor,i7 13th Gen,i7
United States,3,"Using the best Noctua air cooler money can buy on this, and yet it'll hit 95c on Modern Warfare 2? That's pitiful. It performs fine, but I expect those temps to put a significant ding in the processor's longevity.",95c? WHILE UNDERVOLTED!?,i7 13th Gen,i7
Canada,3,"Unless you intend to warm up your entire house and pay a hefty sum for your electricity bills, I don't recommend this new line of work by Intel. The thermal properties are far from acceptable in 2023.",Embarrassing,i7 13th Gen,i7
Canada,4,Really love this processor it’s really fast using the adobe apps. Recommended for content creation.,Recommended for content creation.,i7 13th Gen,i7
United States,4,"After too many years of gaming on an old i7-6700K I finally decided to pull the upgrade trigger this year.  I purchased the most up to date CPU and other components with the hope this one will last me as long as the last one did. Overall I think this is a great CPU, however it is a bit frustrating when you try to cool these things. Intel just keeps pushing these CPUs harder and harder to try and beat the performance metrics of AMD, but in the process they are making CPUs that are anywhere from near impossible to difficult at best to keep cool. After a lot of tweaking in the BIOS I finally got this one to stay below the 90 degree Celsius threshold, but that doesn't account for how hot it still makes my room when I'm gaming. The extra heat was kind of nice during the winter months, but as summer is approaching I'm wondering how this is going to pan out...Anyway, the CPU is completely as advertised and worked flawlessly out of the box. I didn't run into any errors or issues with this CPU. Overall I 100% recommend it because Intel has never let me down. I've been building my own systems for more than 20 years now too, so that's a pretty long track record of CPUs that just worked and never died. Because of that I can easily recommend this CPU and I would definitely order it again.","Great CPU, but hard to cool",i7 13th Gen,i7
United States,4,"I had a Ryzen 7 3800xt cpu for a while now so I went for a new upgrade and went for Intel for this generation. This processor works faster and better compared to what I had previously. This cpu is basicaly like an efficient i9 12900k, so if your looking for a high end processor just get this 13th gen. Also at this time the 14th gen i7 just got released but based on the reviews its more like a 13th gen Intel ks proccesor. That why I never went that route.",Worthy Upgrade For 2023,i7 13th Gen,i7
United States,4,I’m sure the chip works beautifully but I had no idea the k series didn’t come with a cooler which is very upsetting for the price point. I now realize very small at the bottom of description it says no thermal cooling. Wish it said that in the main details.,Main title needs more info,i7 13th Gen,i7
United States,4,"fast cpu, did not come with a cpu cooler. Make sure you get agood cpu cooler if you play games!!! This cpu runs very HOTif you max it out. Recommend water cooler or LARGE air cooled.",FAST,i7 13th Gen,i7
United States,4,"I got this for a new system build even though a little higher than I like to spend. But it has performed great.After, I noticed a drop in performance and doing research, I found out that these run very very hot and the thermal protection had kicked in to throttle the processor down. I tried a few Air cooled options that did the trick, but they were too loud for me, so I ended up with a Liquid cooled option which is what I would recommend to anyone using this processor. Currently, my idle temps are around 41c and at 100% utilization, temps average around 60-70 with a quick peak of 95. I dont personally like to overclock for my own reasons, but I did do some overclocking on this for testing and everything worked great with what I did. 13th Gen blows away 12th gen. This I7 even bests the i9 12th gen. Great chip as long as you keep it cool.",Screaming fast processor that runs really hot.,i7 13th Gen,i7
United States,4,Product is great. Delivery was a let down.,Product is great. Delivery was a let down,i7 13th Gen,i7
United States,4,"If you are looking to get the best gaming experience with the decent price and not getting poor processing power, this is your option, you get the flagship power with lower price than competitor.It is usually huge amount of power however in load, but for person like me keeping OC most of the time, this is where E cores getting into the play.I'm not Intel fan anymore, I wanted to get AMD but because AMD requires DDR5 and much expensive for no payback compared to Intel, I did choose this, and I'm not regretting it.So TL;DR: if you are short in budget, and want something last long for next years, get this one fore sure.",Best CPU for gaming with this value,i7 13th Gen,i7
India,5,This processor is absolutely incredible with no doubt’s… The only this you have to keep in mind that go for atleast 360 AIO for more better performance…,Go for it..,i7 13th Gen,i7
India,5,Most powerful cpu at this price bracket no doubt. Amazing performance.love it,Best cpu at this price bracket,i7 13th Gen,i7
India,5,This is my best buy so far for gaming and editing. It runs great whatever you throw. Excellent performance so far. Cinebench score is 29000 at 125 TDP.Suggestion: Buy only if you have very good amount of cooler.,Just bought it! and working great except the temperatures!!!,i7 13th Gen,i7
United States,5,"I bought this to replace my 10850k after I realized how much it was holding back my 4090.  I bought an ASRock z790 PG lightning /d4 board to go with it so I could use my existing DDR4 ram.  The difference was night and day!  I have an ID-Cooling 280mm AIO (cheapest I could find on Amazon) with a contact frame and kyronaut thermal grizzly extreme paste and does not thermal throttle on Cinebench R23 unless I run 3 or 4 passes back to back.  I am thrilled with how well this CPU runs.I was able to bump my DDR4 up to 4200mhz in gear 1 (timings cl20/26/26/26/48) after a bios update from ASRock and this thing is rock solid and crazy fast!  I get an average of 30500 in cinebench r23 and it will overclock as far as you want - I have taken it to 5.7 and it runs fine, it just thermal throttles quickly at that speed.  I'm pretty sure I could overclock this beast to the moon if I threw a lot more money into a custom cooling loop, but it is plenty fast as is.  I have no regrets about not bumping up to the 13900k, I do gaming and code compiling and it is a dream for both of those workloads.",Super Fast and temperatures aren't as bad as I expected,i7 13th Gen,i7
Spain,5,Muy buena marca,Muy buena marca,i7 13th Gen,i7
Canada,5,"This processor performs well and is a solid performance upgrade from my old i7-6700K. According to HWMonitor, the CPU package hovers around 15W power consumption doing desktop tasks (web browsing / email / Office).Compared to my i7-6700K (video card and PSU unchanged; new motherboard, ram, and heatsink&fan):- System power consumption at idle and doing desktop tasks is about 5W higher than my 6700K in normal mode, or about 15W lower in “eco” mode in my motherboard’s settings- Synthetic benchmarks (3dmark CPU Profile) indicate 2x performance for single-core processing and 4x performance for maximum threads- Real-life video encoding is roughly 3x faster using PowerDirectorNote that this LGA1700 socket is known to allow some bending (this causes poorer contact with heatsink which may cause throttling). This can be remedied by installing a pressure plate (I bought a Thermalright LGA1700-BCF for around $12).If you don’t need a built-in GPU, consider the i7-13700KF; the built-in GPU is nice to have but not always worth the premium. If you also don’t plan to overclock, consider the i7-13700F.",Solid performance; runs cool except under load,i7 13th Gen,i7
United Kingdom,5,Might be overkill for most builds since i5 13600k is a very good choice as well.,Good cpu,i7 13th Gen,i7
United States,5,The build is: Intel Core i7 13700K+ MSI MAG Z790 TOMAHAWK WIFI Motherboard DDR5 + MSI GeForce RTX 4060 Ti VENTUS 3X 8G OC + 2x CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) 6400MHz CL32 + Cooler Master MasterLiquid PL240 Flux CPU Liquid Cooler = Just a Perfect build!,"Powerful, stable",i7 13th Gen,i7
United States,5,"This was the first Generation 13 processor we used in a build. Of course the actual build procedure is no different than before so not much can be said for that. Our test show it is about 9% faster than its same-numbered 12th generation.  The other thing we did see from our tests is that again 12th vs.13th the newer processor appears to run about 2°-3° C lower in temperature under somewhat similar conditions. All in all, obviously we will be doing our building going forward with 13 series processors we can't see justification for anyone taking their i9-12900k out and installing i9-13900k. The gains would probably not be really experienced.",The New Generation,i7 13th Gen,i7
United States,5,"Above are screenshots of my Passmark benchmark, both systems exactly the same, except the first picture has the 13700K and the second picture has the 12700K in it. The rest of the components are HX1200, Asus ROG Maximus Hero Z690, Gskill Trident DDR5 F5 6000Mhz, Adata Legend 840 SSD  X2 set up in RAID 0. Vetroo Lurker 240mm AIO water cooling, Power color RX 6900 XT. I run all (P) cores synced at 5300 MHz. Temps idle at about 32 to 35C, hard benchmarking takes it up as high as 88 C once, typically about 75C. Ordinary gaming, tasking takes it to about 45 to 50C.If you are wondering if its worth the upgrade, it is. But considering that my system is one of the fastest in the world with these components, I would have to say that upgrading to a Z790 motherboard is NOT worth it if you already have a Z690.That is all, and good day to you.",For those who are on the fence about upgrading from 12th generation Intel,i7 13th Gen,i7
United States,5,Great processor. Hella fast. Overclock turns this thing into a beast. Top notch silicon!,My name is Speed.,i7 13th Gen,i7
United States,5,"If you’re looking at this as a gaming-only processor, you’ll probably get 95% of the gaming performance this offers with the cheaper and cooler i5-13600k. Save your money and put it into a better GPU over buying this because that will actually result in more FPS where this processor (over the 13600k) will not.That being said, this processor is a monster. It’s a bear to keep cool but it has the performance to back it up. Most stable and speedy system I’ve ever owned. 13th gen might have come out before Ryzen 7000 series, but I still think it’s the winner.EK’s Nucleus 360mm AIO did a great job at keeping this CPU under control.",Absolute beast-gaming overkill,i7 13th Gen,i7
United States,5,"Amazing CPU, noticed huge improvements in performance almost everywhere (faster load times, higher FPS in games, etc.) Performance was especially noticeable in CPU heavy games such as WoW, that don't require as much GPU power and are heavily bottlenecked by CPU. In cases like those I doubled FPS going from 9th gen to 13th gen Intel.One thing to note: 13th gen Intel is HOT! You may be coming from an older CPU and used to 60-70 C temperatures at max, then you might think you did something wrong when this one hits the lower 90s a lot. That's just how it is. If you're worried about longevity, set an undervolt offset of about -0.10 (preferably in your motherboard's BIOS settings) and the temps will drop by about 10 degree with no loss of stability.","Lightning fast, but runs hot",i7 13th Gen,i7
United States,5,"I've never had a problem with intel cpu's, been running the 8086k for years, and now to get the 13700k for the same price with double the cores and threads....you really can't go wrong with intel.  Glad I got this when I did, even when the newer stuff comes out, I'm positive this is future proof for many years to come.  As of now (8/10/23) it is placed 5th on userbenchmarks.",Plenty of Power,i7 13th Gen,i7
United States,5,"Absolutely great CPU, fast, efficient, and perfect for gaming. It’s the ideal CPU for gamers, especially coming from a 9700k. I noticed drastic improvements in my gaming and I highly recommend for others. Great buy.",Great CPU,i7 13th Gen,i7
United States,5,Super fast and stable CPU. Note that it can run hot because of the higher voltage it can use. I made sure to get a nice AIO for it. Coupled with an arctic freeze II 306 it rarely gets above 30C.,"Super Fast, can run hot",i7 13th Gen,i7
United States,5,"Very impressive CPU almost on par with the i-9 just slightly fewer e-cores which if your not an editor or creator of some sort you really won't miss them. Gaming wise this CPU has hit all my benchmarks, with a solid score on cinebench time after time. Runs a little hot while gaming among other things roughly around 65 to 72°C at highest times, but with the right cooler you will be impressed! Does not come with stock cooler! Would recommend",Very impressive,i7 13th Gen,i7
United States,5,"It’s insane, the speed you get for its price is absolutely great. It’s granted me a 40+ fps increase on Baldur’s Gate and has helped me in development and lighting in 3D applications. It been stable at 5.4 ghz and is amazing for games. The die is larger than the older CPUs due to its newer lga1700 chipset, so I recommend getting the ThermalRight contact frame (also have a review for it). OVERALL worth it, better if you get it on discount.","Unbeatable, for the price",i7 13th Gen,i7
United States,5,So I am building my new system starting with I7-13700k upgrading from my pre built Alienware I7-9700k it came out incredible and fast. Love Intel.,Much needed upgrade,i7 13th Gen,i7
United States,5,"It is what it is, an action packed CPU",i7-13700k is a nice processor,i7 13th Gen,i7
United States,5,There is a very slight non noticeable difference between it and the i9-14900k which makes this one very good deal in terms of valueWorks great and no complaints,Great deal after 14th gen,i7 13th Gen,i7
United States,5,Works great.,Works great.,i7 13th Gen,i7
United States,5,"I replaced a 7th generation I7 CPU with this one.  The difference in performance is dramatic (although I the also replaced the MOBO, which contributed to the improvement).  I may have bought too much CPU power.  The ASUS diagnostics that I run show that the CPU rarely runs at more than 10% of capacity (although I also installed a new GPU so most of the graphics processing is offloaded).Installation in the ASUS motherboard was straightforward, although the socket size has changed from my previous Intel CPU, and I had to purchase a new mounting bracket for my cooler, which I did not replace.",Very fast,i7 13th Gen,i7
United States,4,good intel cpu but overpriced. good graphics with intel 770 uhd.,works great,i7 13th Gen,i7
United States,4,"Upgraded from Asus Prime Z390-A (i7 9700k) to Asus ROG Strix Z790-1 Wifi D4 (i7 13700k). Using Noctua NH-U12A air cooler. Temperatures around 60 C when gaming, with spikes around 75 C. Most users report this processor tends to run hot. I have not stress tested but have heard reports of throttling when under extreme (not typical user) load. Overall happy with the choice.",Runs hot,i7 13th Gen,i7
United States,4,"Great cpu, however I wish I could customize when efficiency cores would be used for certain apps or services.  For example  a hypervisor.  Or Plex for 4k encoding ( want only physical cores for that)",Great cpu wish efficiency cores were more controllable,i7 13th Gen,i7
United States,4,"I don't know how you rate a chipset, its the middle of the tier in speed, more cores would probably be better, but not many programs use all the cores. And I don't play games so I couldn't tell you how well it really does there.",works,i7 13th Gen,i7
United States,4,"It's a great CPU. There are a bunch of great benchmarks out there to show how good it is, but it does run a bit hot. Make sure you get an excellent cooler for it.",Great CPU but runs hot,i7 13th Gen,i7
United States,4,Had no problem out of it,Solid,i7 13th Gen,i7
United States,4,Ok my used product did work but Amazon says it’s Ike new but it isn’t Ike news. Good cpu for brand new,Do not buy used looks like it’s been burnt,i7 13th Gen,i7
United States,5,I Only use my pc for hardcore flight simming (commercial operations in airlines) in Microsoft flight sim. It’s one of the most demanding things ever but this cpu brought me from 40 fps on the 12400f to 50-60 fps with this new 13700k. Love it.,Runs like a beast.,i7 13th Gen,i7
United States,5,Excellent processor.,Arrived on time,i7 13th Gen,i7
United States,5,I use this CPU for gaming + Work and it crushes anything I throw at it.Best CPU i've ever owned.,Love it. Crushes anything I throw at it,i7 13th Gen,i7
Canada,5,"Not a lot to review, it does as it was intended to do, and I have no complains (except they released the next gen, not even a week after I bought it. )","It is what it is, works as intended",i7 13th Gen,i7
United States,5,"Excellent processor for the price, can’t really beat it in 2022-2023. In comparison to the i9, there really doesn’t seem to be much difference (comparing my set up with this i7 to my friends with an i9). I did get mine on sale, but I would have happily paid full price.",Must have 2023,i7 13th Gen,i7
United States,5,"The first time I see, the PC faster, than me.For the cooling I am using the -DeepCool GAMMAXX AG620 WH ARGB,which is the BEST solution for this processor and is not very expensive!",GG,i7 13th Gen,i7
United States,5,"Intel's 13th gen is a very strong contender and the i7 this time around is all the overkill I needed. While the i5 works great for gaming the extra cores in the i7 make it even better for game streaming or production workloads like video editing, It can be a little power hungry but uses that power to overclock extremely well, but thanks to the efficiency cores when you are sitting idle runs with very low power.",Great for those that want to do more,i7 13th Gen,i7
United States,5,"The first one that I ordered had a few bent pins, and I suspect that it was a return item from another buyer.  After installing the second one, it worked very well with my build.  I am very satisfied.",Examine carefully,i7 13th Gen,i7
United States,1,Received relatively quick. The issue was there was a stain on the CPU die which I can only assume is thermal paste that has not been removed. The stickers on the box also appears suspect. Requested a return.,CPU received appears to have been used,i7 13th Gen,i7
United States,1,Hired someone to help me and the CPU did not work at all.  Kept trying but it would not work. Returning and waiting for refund.Had to hire someone again to help.  Had to pay $20.00 to ship it back.  Not good.  Have already spent so much money.  Shouldn't have to spend $20.00 for defective product.,The CPU did not work,i7 13th Gen,i7
United States,1,I didn’t even get a chance to use the product.,Dead on arrival.,i7 13th Gen,i7
United States,1,Description does not say used / renewed item.,"Beware.  Used , refurbished item",i7 13th Gen,i7
United States,1,"First impression was terrible. Box came with the CPU loose not attached and secured. Intel seal was already broken, and the box had many hits.",Box was already opened,i7 13th Gen,i7
United States,1,broken on arival,bewhere,i7 13th Gen,i7
Canada,5,"fast arrived, well package, safetly packaged, but , one thing i almost put 1 star the delivery person put the box on a heating radiator in my appartement entrance, but overall product is high quality",Fast shipping and delivery,i7 13th Gen,i7
United States,5,"The highest package temps my CPU gets while running multiple applications is 85 degrees Celsius. And that's only for brief moments. Average 68 - 75 degrees while gaming with high graphics games with youtube running in the background. Maxes at the 253 rated watts for me, which really is fine. Average of about 100 watts and computer overall idles @ 65 watts, which is 25 watts less than my old i7 4th gen. No need to undervolt this CPU, even though you can, you'll just be giving yourself future headaches if you do. During the Cinebench stress test you get temps that max out at 98 - 100 degrees Celsius, but remember that's absolute max mode, 99% of users will never use this CPU for more than several minutes at. If Intel's Extreme Tuning Utility does not automatically download when installing, definitely get it from intels website and learn to use it. It is easy to use, and you won't regret it. I just use it for monitoring performance, but you can use it for easy optimize and under/overvolt with too, but I'd recommend doing any of that through your motherboard BIOS if you decide to. Most new BIOS's are easier and safer for that kind of stuff anyway. Do your research on which to use and how. Long story short if you want max performance to play around with just get a i9 processor, that's what those are made for, for everyone else there's this one!",Outstanding performance and utilities!,i7 13th Gen,i7
Canada,5,"This is a great cpu, period.*HOWEVER* get a thermalright contact plate to replace your mobo's socket clamp. This is a must have item to keep your cpu flat to make proper contact with your cooler. It's a 20 dollar part, installs in seconds and can lower your temps 10c easy.Thank me later!",Powerful cpu,i7 13th Gen,i7
Mexico,5,Excelente,Funciona como debe 🫨,i7 13th Gen,i7
United States,5,"Overlocking the crap out of this with liquid cooling. Rock solid - not a blue screen in site. Dedicate 8 cores to a VM with no appreciable decline in bare metal OS operation. Temps are higher with the same cooler as compared to 12700k (12700k running 30-40C under load, this jumps to the 50-60C area pretty quick.",Just destroys whatever I throw at it,i7 13th Gen,i7
United States,5,A very good midrange processor. I've use one for years and it has always worked well for me.,A great processor,i7 13th Gen,i7
United States,5,I got this CPU to upgrade from my 11th gen i7-11700KF Processor. Temps are a slight bit toasty compared to my 11th gen CPU but pairs real well with my 4070 ti.,The Best CPU Upgrade Ever,i7 13th Gen,i7
