country,ratingScore,reviewDescription,reviewTitle,Model,Core
United States,5,"If you are building a PC for gaming, look no further than this CPU. Just built a SFF PC with this bad boy and an rtx 4070 for 1440p focused gaming and it absolutely dominates. Getting 240 frames in Overwatch 2 and consistently 200 FPS in single player games in high quality.",Gaming value champ,i5 13th Gen,i5
United States,5,"I LOVE THIS CPU. It's marketed as a value chip for the performance conscious gamer - at least in the reviews I've seen but that misses the mark. At 70 fewer watts than the i9-13900K you can actually cool the thing on air and enjoy similar single core performance, and with a respectable multicore performance score as well.My chip actually runs faster than Passmark says it should, but that might be because of my RAM. I got the K chip to get faster DDR5 speeds, not faster clock speeds, since I'm on air cooled, but at 5.1GHz I'm not for want of more cycles.My last CPU was an AMD Ryzen 7 4750G. Respectable for its day, but when I saw the performance of this Intel I decided it was time for me to switch back.My recommendation is that if you're running an air cooled gaming system, strongly consider this chip even if you have the cash for a 13th gen i9. You'll actually be able to keep it cool with a good cooler. I use a Noctua NH-DL12 with it and it's great.",This chip is a SCREAMER. Sleeper i5. Performs in the i9 tier. Get it.,i5 13th Gen,i5
United States,5,"I am extremally happy with this CPU. Blazing fast and very stable, runs supper cool. I am only running a dual fan cooler and it idles at 24c and when iRacing stays in hi 40's to low 50's. Only game/ Simulator I use is iRacing. I use some hi-tech 3d modeling programs. Both really stress the CPU. I love this unit, cheap but loads of features.",Still picking my jaw up off the floor!!! Cowabunga!!!,i5 13th Gen,i5
United States,5,"I'm sure it'll be obsolete by the time someone reads this but right now this is the best CPU for the money.Just look at the benchmark scores. It beats even the best cpus from 2 or 3 years ago and beats i7s from Intels 12th gen easilyIts great for video and audio editing. If it's for gaming, you'll be good with this for 10 years if the last 10 is anything to go by. And you can overclock it too to get even more out of it",Monster CPU for the price,i5 13th Gen,i5
United States,5,"Absolute best bang for the buck...  I wanted to go i9 or at least i7 but with this latest round of intel processors, the extra $100-$150 per upgrade just did not seem worth it. I am very happy with my i5. Paired with an RTX 3060 TI, I am running super smooth with ultra graphics on most games that I am playing.. Currently playing Hogwarts in 4k borderless ultra graphics and ray tracing and maintaining 60 fps on a 4k television... Love it. It is so much faster and smoother than my other PC running the latest AMD processor.",FAST FAST FAST,i5 13th Gen,i5
United States,5,"This CPU runs real fast when paired with good RAM. I'm hitting 25,500 in cinebench r23 multi core workload. I manually overclocked it to 5.3ghz p-core, 4.6ghz e-core. It definitely produces a lot of heat, so make sure to get a big AIO or high end air cooler. You do not want to cheap out on a cooling solution or else you'll be leaving performance on the table.Only gripe with this cpu is the fact that intel markets this as a 14 core cpu, even when the e-cores aren't exactly a big deal in game. Those p-cores do real good work, but the e-cores are lacking. I don't like the $300+ price tag on this, but it does beat Ryzen 7000 series, so I'm satisfied with my purchase.",Hot and Fast,i5 13th Gen,i5
United States,5,The 13th gen cpu's from intel are very impressive. This i5 is no slouch either and can throw its wieght around with the i7 and i9s of previous generations. In Cinebench i got a score of 23605 points. I have an aio 360 ml cooler on it and my temps rarely get above 50c when Im gaming or editing. At idle it stays around 30c. Under load the temps did not go above 80c. This CPU will pair fine with any gaming setup and its ddr5 compatible with is a bonus.,This CPU is very fast.,i5 13th Gen,i5
United States,5,"Up to standards. Worried at the beginning since the processor was not set in place inside the box, but still works normally.",Nice,i5 13th Gen,i5
United States,5,beast for gaming you'll never feel any bottlenecks with 99.9 % of any titlespair very nice with 4070ti.the temperatures are never over 60 under heavy load.if you care about longevity of cpu this is the best pick for you.,best mid to high rank cpu right now,i5 13th Gen,i5
Canada,5,Best bang on a budget for gaming. No need to pay 5 to 7 grand for top of the line computer.,Pretty hot,i5 13th Gen,i5
Canada,5,Massive upgrade from my older i7 2600.  Very fast and works perfectly. Watch for great pricing around the holidays.,Huge upgrade over my old i7 2600,i5 13th Gen,i5
United States,5,"I built myself and two sons computers for Christmas all based on this CPU and it has performed flawlessly on all three PC's. It was easy to install, keeps cool on air cooling, and has compatibility with many motherboards. Strongly recommended for gaming or general use computers.",Excellent value for the money and a great sweet spot in the gaming CPU market.,i5 13th Gen,i5
United States,5,I just built my first pc and I decided to go with this intel CPU. The pc has been running great and I’ve had now issues with anything I’ve tried to do with it. It’s fast and can support both gaming and multitasking.,Great CPU,i5 13th Gen,i5
Canada,5,"This cpu can handle 4k at max like making ice cream, and with a 4060 ti is just a cherry on top!Beast of a cpu.",Beast of a cpu,i5 13th Gen,i5
United States,1,"i'd say don’t get this unless you want your CPU to die within a year, i didn’t even overclock too!, and it seems that within this year i got blue screens of death and my pc started crashing out of nowhere, tried all possible online fix's but they did not work, so i brought it to the shop and they took a couple weeks to figure out the problem, they told me everything works fine, and when they tested the CPU with a different one it worked and told me this is the first time in 3 years for him to find out that a CPU would turn out horrible from overclocking or just in general and i personally never overclocked my CPU, so trust this and go for a different one and make sure its actually legit. unless i can get another one for their mistake i wont be changing my mind.",DO NOT GET,i5 13th Gen,i5
United States,1,"The box was opened, the i5 sticker was missing. The CPU had some of the heat sink gray goo on it.The description did NOT say USED or OPEN BOX.Then to add INSULT to INJURY I have to drop it off at a UPS Store 12 miles away!The price when up so now I get to eat that difference too for a mistake I didn't do.",It came USED.,i5 13th Gen,i5
United States,1,Product never worked after finally building system.Went to Best Buy. Bought another after troubleshooting for days. That one worked.Think I must have gotten someone’s return item.,Product never worked after installation,i5 13th Gen,i5
Canada,1,I returned it and ask for a refund the 6 of October and I received nothing yet.,Product was defect,i5 13th Gen,i5
United States,1,I received this CPU and was so exited to finally finish the build and my computer didn't even turn on so I am going the AMD side.,Broken Cpu,i5 13th Gen,i5
United States,1,"The CPU is great, but Amazon's driver lost my CPU, and I can only refund, and cannot refund the original exchange rate, please be careful.Said to be serious about security and ended up losing my package, lol.",The CPU is great,i5 13th Gen,i5
United States,1,"Buy a lot of amd never problems 3 times intel, 2 bad what a crap brand",Buy amd intel its crap second time i receive a burn cpu,i5 13th Gen,i5
United States,1,No me serve.,Aquí está el I5-13600k,i5 13th Gen,i5
Canada,4,Not bad but gets hot when using like photoshop or whatever,Not bad but get hot,i5 13th Gen,i5
United States,4,"Building my own computer, this product is perfect for what I need",Great,i5 13th Gen,i5
United States,4,"A great cPU, good value for money, I got mine during the Black Friday sale but do not use it for gaming. Good power as long as it is paired with a good motherboard, Ram and storage.",A workhorse,i5 13th Gen,i5
United States,4,"Solid update from the 12 series, still selling for too much","Decent, still overpriced",i5 13th Gen,i5
United States,4,I am using it for a SFF build so not really the target market so if you are on the same boat then be sure to make time to tweak it.,This is one spicy processor. I spent 2 whole day trying to undervolt and under lock it,i5 13th Gen,i5
United States,4,"No bottleneck here! i5 13600K is beast! Intel definitely made one hell of a gaming CPU, that performs better than 5800x3d and it’s cheaper.",Beast of a gaming CPU!!,i5 13th Gen,i5
United States,5,"I was able to get my 13600K to 5.5GHz on the P Cores and 4.2GHz on the E cores at 1.27V which equals to about 195 Watts at 100% utilization.Idles at 32C, 55-60C while gaming, and maxes out at 88C on a 10 minute Cinebench23 run. I get a score of 26100 in Cinebench23.I paired this with an MSI MPG Z690 EDGE WIFI, DDR5 6400 CL32, RTX 3080 & a Thermalright Peerless Assassin CPU cooler..Gaming performance is amazing!",Amazing!,i5 13th Gen,i5
United States,5,"Upgraded from an i7 8700k and can say I am very happy with my upgrade. I got a noticeable jump in average fps, but the real improvement that can be felt while gaming was the increase in 1% low frame rates.This processor is a strong performer for the price - especially if you consider using DDR4 RAM if you’re on a tight budget.",Great cpu for gaming,i5 13th Gen,i5
United States,5,Went from i7 7700 to i5 12400f to i5 13600k. This processor is going to be in my machine for the next couple years. Probably gonna skip 14th Gen unless it’s mind blowingly better.I am paired with a 3070 Ti currently. I would have no worries pairing this with any 40 series card. I might wait for next gen GPUs as well.,13th Gen rules,i5 13th Gen,i5
United States,5,For gaming this CPU is the best investment you can make... Only weakness is multitasking high end video editing...,Best CPU for the money today!,i5 13th Gen,i5
United States,5,"temps was going crazy high, 100c in 3 of the 6 p cores with msi z690 edge but cinebench complete without throttling,found cpu lite load in oc settings on the board on mode12the cpu was drawing around 225 watt and this was beyond the cpu specs which is 180 wattchanged cpu lite load to mode 1now the max temps are 87 and watt is around 195great CPU",set the cpu lite load to mode 1,i5 13th Gen,i5
United States,5,"swapped out my 10850k @5Ghz for this chip, and across the board outperforms it for less power and thermals",One of the best budget CPU's,i5 13th Gen,i5
United States,5,"Get a good Z790 chipset motherboard, and overclock this thing to ~5.7 and you'll have the performance of a chip that's 2-3x the price for most users.",Best bang for the buck today,i5 13th Gen,i5
Canada,5,plug and plug. superb performance gaming,compatibility Z-790 gigabites,i5 13th Gen,i5
United States,5,I thought the 13th generation Intel processor were suppose to run hot. This one does not with a 240mm radiator; with the radiator temperature is in the 30's while gaming. At idle 20s.,Runs nice and cool,i5 13th Gen,i5
United States,5,absolutely annihilate everything I throw at it.if you're bot doing some serious rendering and only gaming then this CPU is for you.the 13600k should be good for another 10-15 years of gaming 5.10ghz 20 cores is enough to destroy anything you throw at it,Savage CPU for the price,i5 13th Gen,i5
United States,5,"Fit well, works well, enough said. Enjoying gaming on my new setup.",Good performance at a good price,i5 13th Gen,i5
United States,5,Upgrade my wife PC from an i5-8900k to help with WoW (didn't make a difference),Great cpu,i5 13th Gen,i5
United States,5,"Pairs VERY well with the 3080. No stuttering, fast speeds!",Fast reliable CPU,i5 13th Gen,i5
United States,5,Web pages load much faster.,Upgraded from i5 3570k,i5 13th Gen,i5
United States,5,"Whatever it is you want to acheive, 13th Gen Intel can do it.",13th Gen Intel can do it,i5 13th Gen,i5
United States,5,Great cpu for gaming and programming,Great cpu,i5 13th Gen,i5
United States,5,I'm glad I waited for Raptor Lake because this chip is frequently outperforming the i7-12700k or is at least close enough to call it even. Upgrading from an i7-4770 to this chip has been insane. Highly recommend for gaming.,Great chip,i5 13th Gen,i5
Canada,5,very good. get one,cpu,i5 13th Gen,i5
United States,5,Very nice CPU and easy to install. Always feels awkward holding this tiny piece of metal and mounting it to the motherboard. Handles the tasks I need and never had issues.,Great CPU,i5 13th Gen,i5
Canada,5,"Fast clock speed, more than sufficient for everyday workloads, gaming, 3D rendering, and running heavy computations.",Great CPU,i5 13th Gen,i5
United States,5,I have had no issues with this processor. The temps are low even when heavily gaming. This PC is gonna last a really long time.,This is the best value for your buck at the moment.,i5 13th Gen,i5
Brazil,5,"Gostei, produto excelente.",Excelência,i5 13th Gen,i5
United States,4,"The processor is great and arrived sealed in good condition, however, the cardboard box had no protection and it could easily be damaged if it fell.",Packaging could be improved,i5 14th Gen,i5
United States,4,"I'm definitely gonna upgrade later but this is handling itself pretty well with dragon dogma 2 to fortnite and everything in-between, only gripe is that there's no small arrow on the actual CPU to indicate where to place it on motherboard so if you tossed the packaging without looking you might be bit confused with orientation otherwise good.",Good for price,i5 14th Gen,i5
United States,4,"great cpu, not as powerful as I thought it would be. Ended up going with a 14700k, just seemed a bit laggy even when running at  5.8 all core.. great cpu though and runs cool","great cpu, not as powerful as I thought it would be",i5 14th Gen,i5
United States,5,"I have been amazed on how stable and easily overclocked to such a high number.  Some time I may try to go higher, but for now I can say this CPU is awesome.",Overclocked to 5-GHZ first time!  Wow,i5 14th Gen,i5
United States,5,A very good cpu! Run 5.6Ghz at 1.21v,5.6Ghz,i5 14th Gen,i5
United States,5,"Updated the BIOS on my MSI Z690 Unify-X to accommodate this i5-14600KF, and was not disappointed.  This little CPU has scorched through everything I've thrown at it, faster even than the i7-12700k I just pulled out. Minimal investment for a system that benchmarks high. Also running Radeon 7900 XT, Seagate Firecuda 530 SSD, and Corsair DDR-5 36-36-36-76 Samsung B-Die.  It's a great time for PC computing.",Quite Impressive,i5 14th Gen,i5
